2,5,1,0,11,2,3,5,0,0,1,1,0,0,0,6,5,1,2,0,0,10,11,3,0,7,4,1,0,2,3,2,0,5,2,0,0,0,1,0,2,2,0,0,2,2,0,0,0,3,3,0,0,0,1,4,0,0,0,0,0,0,0,3,3,5,4,0,0,0,2,2,0,0,2,2,2,0,2,8,3,1,5,4,2,2,1,0,5,6,12,0,0,1,2,0,7,1,1,0,0,1,7,0,0,0,1,2,0,0,5,1,0
2,0,0,0,10,2,2,0,0,1,1,1,1,1,0,0,5,2,5,0,0,5,8,2,0,6,0,0,2,0,0,0,0,3,2,0,0,1,2,3,3,0,1,0,1,2,0,0,0,4,0,0,0,1,1,3,0,1,0,0,2,0,0,1,1,0,0,0,0,2,3,2,0,1,0,0,1,0,0,8,4,2,1,0,1,3,4,2,0,0,10,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
2,0,3,0,6,1,0,2,0,1,1,3,0,1,0,3,1,1,0,0,0,8,11,6,0,11,17,0,0,1,2,0,0,7,3,0,0,0,1,5,2,0,0,0,3,1,1,1,0,3,0,2,0,1,1,8,1,4,0,0,2,0,0,3,0,2,1,0,0,1,0,6,0,0,2,0,4,0,0,2,2,1,0,7,6,0,6,3,0,1,11,0,1,1,0,1,0,0,3,0,0,0,3,1,1,0,0,0,0,0,1,1,0
2,0,0,1,8,2,1,2,0,0,0,1,0,6,0,0,0,2,2,0,0,2,6,3,1,14,0,0,0,0,2,0,0,2,2,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,2,1,0,0,0,4,0,1,4,3,1,3,0,0,0,5,2,0,0,7,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
2,2,1,0,7,2,0,2,0,0,0,0,0,3,0,2,0,0,2,0,0,0,7,0,1,9,0,0,0,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,2,2,1,3,0,0,5,0,1,3,8,0,0,1,3,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,1,0,0
2,0,2,0,5,1,0,3,0,0,0,0,0,1,0,1,1,2,1,3,0,4,11,1,0,6,1,0,0,1,2,0,0,3,4,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,1,1,0,0,2,0,0,2,1,2,2,0,0,1,0,2,0,0,0,0,1,0,0,3,3,0,4,3,1,0,3,1,1,0,17,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,7,0,1,3,0,0,0,6,1,5,0,10,0,1,3,0,0,6,13,4,6,12,4,0,1,1,4,1,0,6,2,0,0,0,5,3,4,1,0,0,14,9,0,0,0,22,2,2,0,1,1,4,2,3,0,0,3,2,0,5,1,1,0,0,0,0,3,4,0,1,3,0,7,0,0,7,10,0,5,6,7,3,9,1,0,0,12,0,0,1,0,0,1,5,2,0,0,0,3,0,1,4,3,0,0,0,0,0,0
2,0,0,0,12,1,0,3,0,0,0,2,1,1,0,2,0,1,2,0,0,4,10,2,1,17,3,0,0,0,0,1,0,2,4,0,0,0,6,4,5,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,3,0,2,0,3,1,2,1,1,0,5,1,1,0,12,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1
2,0,1,0,16,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,9,9,1,4,10,0,0,0,0,1,0,0,2,2,0,0,0,3,1,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,2,0,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,2,0,0,2,4,1,0,0,12,0,0,1,0,0,0,0,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0
2,0,2,0,9,1,1,5,0,2,0,3,0,3,2,5,0,1,8,0,0,4,13,7,6,6,1,0,0,0,1,0,0,4,3,0,1,0,7,4,4,0,0,0,3,1,0,0,0,3,0,0,1,0,2,3,0,3,0,0,0,1,0,1,0,2,1,0,1,2,0,1,0,1,0,1,3,0,1,2,4,2,3,2,0,2,5,0,0,1,15,0,2,2,1,1,3,2,0,1,1,2,7,2,2,1,0,0,0,0,2,0,0
